1,13,2
13,2,14
2,14,3
14,3,15
3,15,4
4,15,16
4,16,5
5,17,16
5,17,6
17,6,18
6,13,18
6,1,13
7,19,8
19,8,20
8,20,9
9,20,21
9,21,10
21,10,22
10,22,11
22,11,23
11,23,12
23,24,12
12,24,19
12,19,7
6,12,1
12,1,7
18,24,13
24,13,19
1,7,2
7,2,8
13,19,14
19,14,20
2,8,3
8,3,9
14,20,15
20,15,21
3,9,4
9,4,10
15,21,16
21,16,22
4,10,5
10,5,11
16,22,17
22,17,23
5,12,6
5,11,12
17,23,18
23,18,24
6,12,1
12,1,7
18,24,13
24,13,19
